Chrom	Start	End	Name	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr5	172899450	172902129	12014	Promoter (2-3kb)	5	172896685	172911587	14903	1	ENST00000518605.1	2766	CTB-164N12.1	ENSG00000253141.1
chr8	37399880	37402679	16405	Intron (ENST00000519738.1/ENSG00000253161.1, intron 1 of 5)	8	37333472	37411585	78114	2	ENST00000517363.1	8906	RP11-150O12.1	ENSG00000253161.1
chr8	37394280	37399779	16404	Intron (ENST00000519738.1/ENSG00000253161.1, intron 1 of 5)	8	37333472	37411585	78114	2	ENST00000517363.1	11806	RP11-150O12.1	ENSG00000253161.1
chr5	159304130	159307279	11846	Distal Intergenic	5	159203779	159298391	94613	2	ENST00000522627.1	-5740	AC011343.1	ENSG00000253311.1
chr5	156966550	156969529	11801	Intron (ENST00000517951.1/ENSG00000135074.11, intron 3 of 22)	5	156992972	156996106	3135	1	ENST00000518054.1	-23443	AC106801.1	ENSG00000253519.1
chr8	29386780	29388829	16351	Promoter (1-2kb)	8	29384829	29387840	3012	1	ENST00000521101.1	1952	RP11-486M23.1	ENSG00000253632.1
chr8	30024100	30028399	16357	Intron (ENST00000520739.1/ENSG00000104660.13, intron 4 of 5)	8	30034070	30038404	4335	2	ENST00000523733.1	10005	RP11-51J9.4	ENSG00000253708.1
chr8	142274200	142276429	17307	Intron (ENST00000520137.1/ENSG00000022567.5, intron 1 of 3)	8	142264664	142266916	2253	1	ENST00000518520.1	9537	RP11-10J21.3	ENSG00000254019.1
chr8	81032800	81035649	16719	Promoter (<=1kb)	8	81035087	81039905	4819	1	ENST00000522494.1	0	RP11-92K15.1	ENSG00000254205.1
chr8	99393480	99396429	16881	Promoter (4-5kb)	8	99383583	99400475	16893	2	ENST00000518704.1	4046	KB-1458E12.1	ENSG00000254267.1
chr8	38568950	38571679	16441	Distal Intergenic	8	38558144	38562373	4230	2	ENST00000521511.1	-6578	RP11-495O10.1	ENSG00000254321.1
chr8	38560900	38562899	16440	Promoter (<=1kb)	8	38558144	38562373	4230	2	ENST00000521511.1	0	RP11-495O10.1	ENSG00000254321.1
chr8	101505600	101508399	16899	Promoter (<=1kb)	8	101504756	101505941	1186	1	ENST00000523784.1	845	KB-1615E4.3	ENSG00000254364.1
chr11	69865300	69867429	21972	Promoter (<=1kb)	11	69860964	69867165	6202	2	ENST00000528507.1	0	RP11-626H12.2	ENSG00000254605.1
chr11	112654300	112658999	22433	Promoter (<=1kb)	11	112658027	112666577	8551	1	ENST00000524772.1	0	RP11-27G22.1	ENSG00000254626.1
chr11	34336180	34341579	21347	Intron (ENST00000298992.2/ENSG00000166016.4, intron 1 of 16)	11	34356665	34357550	886	2	ENST00000531489.1	15971	RP1-145M24.1	ENSG00000254708.1
chr11	59304080	59306179	21590	Promoter (4-5kb)	11	59299227	59300168	942	1	ENST00000534196.1	4854	OR4D7P	ENSG00000254770.1
chr11	86449380	86455349	22250	Intron (ENST00000532979.1/ENSG00000255250.1, intron 1 of 4)	11	86438397	86476307	37911	1	ENST00000532979.1	10984	CTD-2005H7.2	ENSG00000255250.1
chr17	62403900	62407599	30738	Distal Intergenic	17	62385676	62386050	375	2	ENST00000461109.1	-17851	RPL31P57	ENSG00000256358.1
chr8	128938200	128941549	17153	Intron (ENST00000521951.1/ENSG00000249859.3, intron 2 of 2)	8	128959126	128960591	1466	2	ENST00000539634.1	19042	TMEM75	ENSG00000256655.1
chr12	76370650	76373279	23844	Promoter (4-5kb)	12	75956982	76377795	420814	2	ENST00000552856.1	4516	RP11-114H23.1	ENSG00000258077.2
chr12	48689780	48691849	23435	Distal Intergenic	12	48624881	48677993	53113	2	ENST00000547523.1	-11788	RP11-370I10.2	ENSG00000258234.1
chr14	50436650	50440499	25715	Distal Intergenic	14	50408654	50428678	20025	2	ENST00000556913.1	-7973	RP11-58E21.4	ENSG00000258946.1
chr14	75082080	75089299	26147	Promoter (<=1kb)	14	75081396	75083315	1920	2	ENST00000556652.1	0	CTD-2207P18.2	ENSG00000258976.1
chr14	76288900	76293379	26213	Intron (ENST00000557636.1/ENSG00000119685.15, intron 29 of 31)	14	76280845	76303554	22710	2	ENST00000556207.1	10175	RP11-270M14.4	ENSG00000259103.1
chr15	67437400	67444549	27281	Promoter (<=1kb)	15	67435072	67439277	4206	2	ENST00000558463.1	0	RP11-342M21.2	ENSG00000259202.1
chr15	60419130	60421329	27089	Distal Intergenic	15	60365867	60410519	44653	2	ENST00000560503.1	-8612	RP11-82L7.4	ENSG00000259223.1
chr15	101666080	101668799	27991	Distal Intergenic	15	101656808	101657751	944	1	ENST00000560938.1	9273	RP11-424I19.1	ENSG00000259365.1
chr1	175286380	175288399	2662	3' UTR	1	175276354	175304595	28242	1	ENST00000569593.1	10027	RP3-518E13.2	ENSG00000260990.1
chr16	86715130	86717729	29233	Distal Intergenic	16	86679907	86702529	22623	1	ENST00000565822.1	35224	RP11-58A18.1	ENSG00000261161.1
chr3	30721680	30724379	6834	Intron (ENST00000295754.5/ENSG00000163513.13, intron 5 of 6)	3	30739153	30741068	1916	1	ENST00000561507.1	-14774	RP11-1024P17.1	ENSG00000261468.1
chr15	50010080	50012229	26966	Distal Intergenic	15	49944336	49948429	4094	1	ENST00000569135.1	65745	RP11-353B9.1	ENSG00000261597.1
chr15	84432550	84434599	27643	Intron (ENST00000286744.5/ENSG00000156218.8, intron 3 of 29)	15	84408536	84408951	416	1	ENST00000569261.2	24015	TUBA8P2	ENSG00000261665.2
chr15	68206200	68212499	27295	Distal Intergenic	15	68266729	68266963	235	2	ENST00000567857.2	54464	RP11-282M16.1	ENSG00000261702.2
chr16	19126650	19132299	28374	Promoter (<=1kb)	16	19131298	19132951	1654	2	ENST00000567236.1	652	RP11-626G11.3	ENSG00000261759.1
chr19	7404900	7406899	32301	Distal Intergenic	19	7413848	7448271	34424	1	ENST00000576789.1	-6949	CTB-133G6.1	ENSG00000263264.1
chr20	2110350	2115699	33597	Intron (ENST00000381482.3/ENSG00000125834.8, intron 3 of 3)	20	2137858	2137927	70	2	ENST00000580351.1	22228	AL121899.1	ENSG00000263452.1
chr6	30714550	30722099	12690	Promoter (<=1kb)	6	30718815	30719062	248	1	ENST00000579902.1	0	RN7SL353P	ENSG00000263608.1
chr8	95002550	95005279	16809	Distal Intergenic	8	94986082	94986151	70	1	ENST00000577739.1	16469	AC105081.1	ENSG00000263855.1
chr11	103643930	103645949	22358	Intron (ENST00000533459.1/ENSG00000254987.1, intron 2 of 4)	11	103720634	103720708	75	1	ENST00000578405.1	-74685	MIR4693	ENSG00000264200.1
chr1	62104530	62107499	1459	Distal Intergenic	1	62094703	62094793	91	1	ENST00000580743.1	9828	AC099791.1	ENSG00000264551.1
chr16	22705100	22707099	28443	Distal Intergenic	16	22647776	22648065	290	2	ENST00000583924.1	-57036	RN7SL245P	ENSG00000265058.1
chr6	35629730	35631829	12904	Promoter (<=1kb)	6	35632494	35632566	73	2	ENST00000583739.1	737	MIR5690	ENSG00000265527.1
chr6	27144430	27146979	12613	Distal Intergenic	6	27115405	27115467	63	1	ENST00000584253.1	29026	MIR3143	ENSG00000265565.1
chr13	110745630	110750649	25341	Promoter (<=1kb)	13	110750200	110750498	299	2	ENST00000577950.1	0	RN7SL783P	ENSG00000265885.1
chr12	95729250	95731249	23991	Distal Intergenic	12	95703699	95703760	62	1	ENST00000579373.1	25552	MIR3685	ENSG00000265917.1
chr11	95960330	95962929	22322	Intron (ENST00000524717.1/ENSG00000184384.9, intron 1 of 4)	11	96074602	96074690	89	1	ENST00000582890.1	-111673	MIR1260B	ENSG00000266192.1
chr2	55326550	55328549	4573	Intron (ENST00000427710.1/ENSG00000115310.13, intron 1 of 3)	2	55335846	55335939	94	1	ENST00000583669.1	-7297	AC093165.1	ENSG00000266376.1
chr2	55323180	55325599	4572	Intron (ENST00000427710.1/ENSG00000115310.13, intron 1 of 3)	2	55335846	55335939	94	1	ENST00000583669.1	-10247	AC093165.1	ENSG00000266376.1
chr4	86645650	86648899	9480	Promoter (2-3kb)	4	86643621	86643686	66	1	ENST00000580577.1	2030	MIR4451	ENSG00000266421.1
chr7	157111400	157113999	15885	Distal Intergenic	7	157098487	157098765	279	1	ENST00000585137.1	12914	RN7SL142P	ENSG00000266453.1
chr18	20838480	20841329	31514	Promoter (<=1kb)	18	20837128	20840318	3191	2	ENST00000585184.1	0	RP11-17J14.2	ENSG00000266495.1
chr15	26093750	26097029	26700	Promoter (<=1kb)	15	26093894	26093972	79	2	ENST00000584117.1	0	MIR4715	ENSG00000266517.1
chr1	87594550	87599599	1688	Promoter (<=1kb)	1	87595448	87634188	38741	1	ENST00000469312.2	0	RP5-1052I5.1	ENSG00000267272.1
chr18	13498950	13504499	31450	Promoter (<=1kb)	18	13500640	13501288	649	2	ENST00000589045.1	0	RP11-53B2.5	ENSG00000267366.1
chr15	71125850	71129349	27377	Promoter (2-3kb)	15	71121469	71123745	2277	2	ENST00000592096.1	-2106	RP11-138H8.7	ENSG00000267539.1
chr18	13434350	13438629	31444	Exon (ENST00000587905.1/ENSG00000168675.14, exon 4 of 5)	18	13419420	13427479	8060	2	ENST00000588672.1	-6872	LDLRAD4-AS1	ENSG00000267690.1
chr18	60928800	60931279	31912	Intron (ENST00000398117.1/ENSG00000171791.10, intron 1 of 1)	18	60981035	60981315	281	2	ENST00000588307.1	50036	RP11-28F1.2	ENSG00000267701.1
chr18	53804730	53807649	31792	Promoter (<=1kb)	18	53750587	53804767	54181	2	ENST00000591974.1	0	RP11-456O19.4	ENSG00000267712.1
chr18	46350400	46358499	31719	Promoter (2-3kb)	18	46352422	46361141	8720	2	ENST00000590649.1	2642	RP11-484L8.1	ENSG00000267764.1
chr19	22397030	22399079	32772	Distal Intergenic	19	22385930	22386805	876	1	ENST00000601184.1	11101	RP11-157B13.6	ENSG00000268079.1
chr19	57682930	57684949	33493	Promoter (1-2kb)	19	57686601	57689289	2689	1	ENST00000594883.1	-1652	CTC-360J11.4	ENSG00000268379.1
chr20	23602630	23605099	33860	Distal Intergenic	20	23612463	23612953	491	2	ENST00000602977.1	7854	RP11-218C14.8	ENSG00000270001.1
chr17	38458980	38460999	30160	Promoter (<=1kb)	17	38459457	38460909	1453	1	ENST00000602403.1	0	CTD-2267D19.6	ENSG00000270145.1
chr20	10632530	10637199	33729	Exon (ENST00000254958.5/ENSG00000101384.7, exon 5 of 26)	20	10625847	10627014	1168	2	ENST00000488480.1	-5517	JAG1	ENSG00000270408.1
chr20	10615500	10619399	33726	3' UTR	20	10625847	10627014	1168	2	ENST00000488480.1	7615	JAG1	ENSG00000270408.1
chr6	27485830	27487979	12619	Promoter (2-3kb)	6	27482818	27483053	236	2	ENST00000603933.1	-2778	XXbac-BPGBPG34I8.1	ENSG00000270666.1
chr17	62701830	62703879	30742	Distal Intergenic	17	62743382	62743610	229	2	ENST00000604003.1	39731	MINOS1P2	ENSG00000270714.1
chr16	73096450	73107049	29038	Promoter (2-3kb)	16	73094369	73096215	1847	1	ENST00000604855.2	2082	RP11-346C20.3	ENSG00000271009.2
chr11	121286980	121288979	22611	Distal Intergenic	11	121297354	121298125	772	2	ENST00000603448.1	9146	RP11-142I2.1	ENSG00000271022.1
chr12	89765700	89769549	23880	Promoter (<=1kb)	12	89765597	89766136	540	1	ENST00000605051.1	104	RP11-1109F11.5	ENSG00000271259.1
chr13	40794430	40797179	24885	Promoter (1-2kb)	13	40798762	40798999	238	2	ENST00000605218.1	1820	RPL17P51	ENSG00000271429.1
chr1	203370430	203379079	2987	Promoter (<=1kb)	1	203369394	203369709	316	2	ENST00000605576.1	-722	RP11-435P24.3	ENSG00000271588.1
chr1	203348500	203351249	2986	Distal Intergenic	1	203369394	203369709	316	2	ENST00000605576.1	18460	RP11-435P24.3	ENSG00000271588.1
chr5	151096950	151098949	11733	Intron (ENST00000518905.1/ENSG00000249035.2, intron 2 of 2)	5	151104392	151104917	526	2	ENST00000607135.1	5968	CTB-113P19.5	ENSG00000272112.1
chr5	10723900	10727479	10361	Intron (ENST00000230895.6/ENSG00000112977.11, intron 2 of 3)	5	10761177	10770406	9230	1	ENST00000606513.1	-33698	CTD-2154B17.4	ENSG00000272324.1
chr5	64356900	64360079	10713	Distal Intergenic	5	64316441	64316816	376	1	ENST00000606057.1	40460	RP11-307L14.2	ENSG00000272354.1
chr1	145022380	145024379	2109	Promoter (3-4kb)	1	145018395	145018959	565	1	ENST00000610119.1	3986	RP11-326G21.1	ENSG00000272755.1
chr10	93642950	93645049	20202	Distal Intergenic	10	93667888	93669105	1218	1	ENST00000610263.1	-22839	RP11-402D21.2	ENSG00000272817.1
chr10	31101600	31111549	19424	3' UTR	10	31120757	31122316	1560	2	ENST00000608729.1	10767	RP11-330O11.3	ENSG00000272914.1
chr2	38402050	38407279	4249	Intron (ENST00000413828.2/ENSG00000232973.7, intron 2 of 2)	2	38420490	38420771	282	1	ENST00000608056.1	-13211	RP11-314C9.2	ENSG00000273006.1
chr7	130623550	130627449	15578	Promoter (2-3kb)	7	130621223	130624420	3198	1	ENST00000608412.1	2328	RP11-138A9.2	ENSG00000273319.1
