Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name	Description	Transcript Biotype	Ensembl Gene ID
12	15260717	15501609	RERG	RAS-like, estrogen-regulated, growth inhibitor [Source:HGNC Symbol;Acc:15980]	protein_coding	ENSG00000134533
12	21284136	21392180	SLCO1B1	solute carrier organic anion transporter family, member 1B1 [Source:HGNC Symbol;Acc:10959]	protein_coding	ENSG00000134538
12	10378657	10469850	KLRD1	killer cell lectin-like receptor subfamily D, member 1 [Source:HGNC Symbol;Acc:6378]	protein_coding	ENSG00000134539
12	10594863	10607284	KLRC1	killer cell lectin-like receptor subfamily C, member 1 [Source:HGNC Symbol;Acc:6374]	protein_coding	ENSG00000134545
12	21679241	21690311	C12orf39	chromosome 12 open reading frame 39 [Source:HGNC Symbol;Acc:28139]	protein_coding	ENSG00000134548
12	11081835	11084940	PRH2	proline-rich protein HaeIII subfamily 2 [Source:HGNC Symbol;Acc:9367]	protein_coding	ENSG00000134551
11	46878419	46940193	LRP4	low density lipoprotein receptor-related protein 4 [Source:HGNC Symbol;Acc:6696]	protein_coding	ENSG00000134569
11	47352957	47374253	MYBPC3	myosin binding protein C, cardiac [Source:HGNC Symbol;Acc:7551]	protein_coding	ENSG00000134571
11	47236493	47260767	DDB2	damage-specific DNA binding protein 2, 48kDa [Source:HGNC Symbol;Acc:2718]	protein_coding	ENSG00000134574
11	47260853	47270457	ACP2	acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:123]	protein_coding	ENSG00000134575
X	132158659	132231137	USP26	ubiquitin specific peptidase 26 [Source:HGNC Symbol;Acc:13485]	protein_coding	ENSG00000134588
X	134166333	134167576	FAM127A	family with sequence similarity 127, member A [Source:HGNC Symbol;Acc:2569]	protein_coding	ENSG00000134590
X	129305623	129318844	RAB33A	RAB33A, member RAS oncogene family [Source:HGNC Symbol;Acc:9773]	protein_coding	ENSG00000134594
X	139585152	139587225	SOX3	SRY (sex determining region Y)-box 3 [Source:HGNC Symbol;Acc:11199]	protein_coding	ENSG00000134595
X	129535943	129547317	RBMX2	RNA binding motif protein, X-linked 2 [Source:HGNC Symbol;Acc:24282]	protein_coding	ENSG00000134597
X	131157293	131209971	MST4	Serine/threonine-protein kinase MST4  [Source:UniProtKB/Swiss-Prot;Acc:Q9P289]	protein_coding	ENSG00000134602
11	94277006	94354587	PIWIL4	piwi-like RNA-mediated gene silencing 4 [Source:HGNC Symbol;Acc:18444]	protein_coding	ENSG00000134627
11	92702886	92718232	MTNR1B	melatonin receptor 1B [Source:HGNC Symbol;Acc:7464]	protein_coding	ENSG00000134640
1	31404353	31538838	PUM1	pumilio RNA-binding family member 1 [Source:HGNC Symbol;Acc:14957]	protein_coding	ENSG00000134644
1	32256023	32281652	SPOCD1	SPOC domain containing 1 [Source:HGNC Symbol;Acc:26338]	protein_coding	ENSG00000134668
1	33240840	33283754	YARS	tyrosyl-tRNA synthetase [Source:HGNC Symbol;Acc:12840]	protein_coding	ENSG00000134684
1	33789224	33896653	PHC2	polyhomeotic homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:3183]	protein_coding	ENSG00000134686
1	38158090	38175391	CDCA8	cell division cycle associated 8 [Source:HGNC Symbol;Acc:14629]	protein_coding	ENSG00000134690
1	38032417	38061536	GNL2	guanine nucleotide binding protein-like 2 (nucleolar) [Source:HGNC Symbol;Acc:29925]	protein_coding	ENSG00000134697
1	36273773	36323491	AGO4	argonaute RISC catalytic component 4 [Source:HGNC Symbol;Acc:18424]	protein_coding	ENSG00000134698
1	60280458	60342050	HOOK1	hook microtubule-tethering protein 1 [Source:HGNC Symbol;Acc:19884]	protein_coding	ENSG00000134709
1	60358980	60392462	CYP2J2	cytochrome P450, family 2, subfamily J, polypeptide 2 [Source:HGNC Symbol;Acc:2634]	protein_coding	ENSG00000134716
1	52521797	52556388	BTF3L4	basic transcription factor 3-like 4 [Source:HGNC Symbol;Acc:30547]	protein_coding	ENSG00000134717
1	52873954	53019159	ZCCHC11	zinc finger, CCHC domain containing 11 [Source:HGNC Symbol;Acc:28981]	protein_coding	ENSG00000134744
1	52870236	52886511	PRPF38A	pre-mRNA processing factor 38A [Source:HGNC Symbol;Acc:25930]	protein_coding	ENSG00000134748
18	28645940	28682378	DSC2	desmocollin 2 [Source:HGNC Symbol;Acc:3036]	protein_coding	ENSG00000134755
18	29027758	29058665	DSG3	desmoglein 3 [Source:HGNC Symbol;Acc:3050]	protein_coding	ENSG00000134757
18	29671818	29711524	RNF138	ring finger protein 138, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:17765]	protein_coding	ENSG00000134758
18	33709407	33757909	ELP2	elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:18248]	protein_coding	ENSG00000134759
18	28898052	28936992	DSG1	desmoglein 1 [Source:HGNC Symbol;Acc:3048]	protein_coding	ENSG00000134760
18	28569974	28622781	DSC3	desmocollin 3 [Source:HGNC Symbol;Acc:3037]	protein_coding	ENSG00000134762
18	28709199	28742819	DSC1	desmocollin 1 [Source:HGNC Symbol;Acc:3035]	protein_coding	ENSG00000134765
18	32073254	32471808	DTNA	dystrobrevin, alpha [Source:HGNC Symbol;Acc:3057]	protein_coding	ENSG00000134769
18	33877677	34360018	FHOD3	formin homology 2 domain containing 3 [Source:HGNC Symbol;Acc:26178]	protein_coding	ENSG00000134775
18	34359987	34409158	TPGS2	tubulin polyglutamylase complex subunit 2 [Source:HGNC Symbol;Acc:24561]	protein_coding	ENSG00000134779
11	61447905	61514473	DAGLA	diacylglycerol lipase, alpha [Source:HGNC Symbol;Acc:1165]	protein_coding	ENSG00000134780
11	57174427	57195053	SLC43A3	solute carrier family 43, member 3 [Source:HGNC Symbol;Acc:17466]	protein_coding	ENSG00000134802
11	57295936	57298276	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast) [Source:HGNC Symbol;Acc:11814]	protein_coding	ENSG00000134809
11	59596741	59612974	GIF	gastric intrinsic factor (vitamin B synthesis) [Source:HGNC Symbol;Acc:4268]	protein_coding	ENSG00000134812
19	47852538	47885961	DHX34	DEAH (Asp-Glu-Ala-His) box polypeptide 34 [Source:HGNC Symbol;Acc:16719]	protein_coding	ENSG00000134815
11	57001051	57004709	APLNR	apelin receptor [Source:HGNC Symbol;Acc:339]	protein_coding	ENSG00000134817
11	61560452	61634826	FADS2	fatty acid desaturase 2 [Source:HGNC Symbol;Acc:3575]	protein_coding	ENSG00000134824
11	61535973	61560274	TMEM258	transmembrane protein 258 [Source:HGNC Symbol;Acc:1164]	protein_coding	ENSG00000134825
11	59620273	59634048	TCN1	transcobalamin I (vitamin B12 binding protein, R binder family) [Source:HGNC Symbol;Acc:11652]	protein_coding	ENSG00000134827
19	47835404	47846606	C5AR2	complement component 5a receptor 2 [Source:HGNC Symbol;Acc:4527]	protein_coding	ENSG00000134830
4	56262124	56319564	TMEM165	transmembrane protein 165 [Source:HGNC Symbol;Acc:30760]	protein_coding	ENSG00000134851
4	56294070	56413305	CLOCK	clock circadian regulator [Source:HGNC Symbol;Acc:2082]	protein_coding	ENSG00000134852
4	55095264	55164414	PDGFRA	platelet-derived growth factor receptor, alpha polypeptide [Source:HGNC Symbol;Acc:8803]	protein_coding	ENSG00000134853
13	101183810	101241782	GGACT	gamma-glutamylamine cyclotransferase [Source:HGNC Symbol;Acc:25100]	protein_coding	ENSG00000134864
13	110958159	111165374	COL4A2	collagen, type IV, alpha 2 [Source:HGNC Symbol;Acc:2203]	protein_coding	ENSG00000134871
13	96085858	96232013	CLDN10	claudin 10 [Source:HGNC Symbol;Acc:2033]	protein_coding	ENSG00000134873
13	96230457	96296957	DZIP1	DAZ interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:20908]	protein_coding	ENSG00000134874
13	99853028	100038688	UBAC2	UBA domain containing 2 [Source:HGNC Symbol;Acc:20486]	protein_coding	ENSG00000134882
13	107194021	107220512	ARGLU1	arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:25482]	protein_coding	ENSG00000134884
13	103451399	103493885	BIVM	basic, immunoglobulin-like variable motif containing [Source:HGNC Symbol;Acc:16034]	protein_coding	ENSG00000134897
13	103497194	103528345	ERCC5	excision repair cross-complementing rodent repair deficiency, complementation group 5 [Source:HGNC Symbol;Acc:3437]	protein_coding	ENSG00000134899
13	103249353	103331521	TPP2	tripeptidyl peptidase II [Source:HGNC Symbol;Acc:12016]	protein_coding	ENSG00000134900
13	103436631	103451357	KDELC1	KDEL (Lys-Asp-Glu-Leu) containing 1 [Source:HGNC Symbol;Acc:19350]	protein_coding	ENSG00000134901
13	111293759	111365950	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:25695]	protein_coding	ENSG00000134905
11	128834955	129149219	ARHGAP32	Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:17399]	protein_coding	ENSG00000134909
11	125461607	125495110	STT3A	STT3A, subunit of the oligosaccharyltransferase complex (catalytic) [Source:HGNC Symbol;Acc:6172]	protein_coding	ENSG00000134910
11	130274820	130298888	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif, 8 [Source:HGNC Symbol;Acc:224]	protein_coding	ENSG00000134917
11	125541417	125551018	ACRV1	acrosomal vesicle protein 1 [Source:HGNC Symbol;Acc:127]	protein_coding	ENSG00000134940
11	128328656	128457453	ETS1	v-ets avian erythroblastosis virus E26 oncogene homolog 1 [Source:HGNC Symbol;Acc:3488]	protein_coding	ENSG00000134954
11	124932963	124959131	SLC37A2	solute carrier family 37 (glucose-6-phosphate transporter), member 2 [Source:HGNC Symbol;Acc:20644]	protein_coding	ENSG00000134955
4	39408473	39453156	KLB	klotho beta [Source:HGNC Symbol;Acc:15527]	protein_coding	ENSG00000134962
5	114949205	114968689	TMED7	transmembrane emp24 protein transport domain containing 7 [Source:HGNC Symbol;Acc:24253]	protein_coding	ENSG00000134970
5	112043195	112181936	APC	adenomatous polyposis coli [Source:HGNC Symbol;Acc:583]	protein_coding	ENSG00000134982
5	110998318	111333161	NREP	neuronal regeneration related protein [Source:HGNC Symbol;Acc:16834]	protein_coding	ENSG00000134986
5	110427414	110466200	WDR36	WD repeat domain 36 [Source:HGNC Symbol;Acc:30696]	protein_coding	ENSG00000134987
9	77703459	77762181	OSTF1	osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:8510]	protein_coding	ENSG00000134996
9	79000433	79009433	RFK	riboflavin kinase [Source:HGNC Symbol;Acc:30324]	protein_coding	ENSG00000135002
9	86274878	86323118	UBQLN1	ubiquilin 1 [Source:HGNC Symbol;Acc:12508]	protein_coding	ENSG00000135018
9	88556061	88637213	NAA35	N(alpha)-acetyltransferase 35, NatC auxiliary subunit [Source:HGNC Symbol;Acc:24340]	protein_coding	ENSG00000135040
9	77561497	77567802	C9orf40	chromosome 9 open reading frame 40 [Source:HGNC Symbol;Acc:23433]	protein_coding	ENSG00000135045
9	75766673	75785309	ANXA1	annexin A1 [Source:HGNC Symbol;Acc:533]	protein_coding	ENSG00000135046
9	90340434	90346308	CTSL	cathepsin L [Source:HGNC Symbol;Acc:2537]	protein_coding	ENSG00000135047
9	74298282	74431606	TMEM2	transmembrane protein 2 [Source:HGNC Symbol;Acc:11869]	protein_coding	ENSG00000135048
9	88161455	88356944	AGTPBP1	ATP/GTP binding protein 1 [Source:HGNC Symbol;Acc:17258]	protein_coding	ENSG00000135049
9	88641061	88715088	GOLM1	golgi membrane protein 1 [Source:HGNC Symbol;Acc:15451]	protein_coding	ENSG00000135052
9	71939488	72007371	FAM189A2	family with sequence similarity 189, member A2 [Source:HGNC Symbol;Acc:24820]	protein_coding	ENSG00000135063
9	80912059	80945009	PSAT1	phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:19129]	protein_coding	ENSG00000135069
9	88879461	88897676	ISCA1	iron-sulfur cluster assembly 1 [Source:HGNC Symbol;Acc:28660]	protein_coding	ENSG00000135070
5	156822542	157002783	ADAM19	ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:197]	protein_coding	ENSG00000135074
5	156512843	156569880	HAVCR2	hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:18437]	protein_coding	ENSG00000135077
5	159678659	159772403	CCNJL	cyclin J-like [Source:HGNC Symbol;Acc:25876]	protein_coding	ENSG00000135083
12	118587606	118810750	TAOK3	TAO kinase 3 [Source:HGNC Symbol;Acc:18133]	protein_coding	ENSG00000135090
12	109460894	109525831	USP30	ubiquitin specific peptidase 30 [Source:HGNC Symbol;Acc:20065]	protein_coding	ENSG00000135093
12	113830250	113864106	SDS	serine dehydratase [Source:HGNC Symbol;Acc:10691]	protein_coding	ENSG00000135094
12	120779133	120806983	MSI1	musashi RNA-binding protein 1 [Source:HGNC Symbol;Acc:7330]	protein_coding	ENSG00000135097
12	121416346	121440315	HNF1A	HNF1 homeobox A [Source:HGNC Symbol;Acc:11621]	protein_coding	ENSG00000135100
12	117581146	117628336	FBXO21	F-box protein 21 [Source:HGNC Symbol;Acc:13592]	protein_coding	ENSG00000135108
12	115108059	115121969	TBX3	T-box 3 [Source:HGNC Symbol;Acc:11602]	protein_coding	ENSG00000135111
12	121458095	121477045	OASL	2'-5'-oligoadenylate synthetase-like [Source:HGNC Symbol;Acc:8090]	protein_coding	ENSG00000135114
12	117293949	117319246	HRK	harakiri, BCL2 interacting protein (contains only BH3 domain) [Source:HGNC Symbol;Acc:5185]	protein_coding	ENSG00000135116
12	117176096	117291436	RNFT2	ring finger protein, transmembrane 2 [Source:HGNC Symbol;Acc:25905]	protein_coding	ENSG00000135119
12	121647660	121671909	P2RX4	purinergic receptor P2X, ligand-gated ion channel, 4 [Source:HGNC Symbol;Acc:8535]	protein_coding	ENSG00000135124
12	120427673	120532298	CCDC64	coiled-coil domain containing 64 [Source:HGNC Symbol;Acc:28095]	protein_coding	ENSG00000135127
12	113494514	113535833	DTX1	deltex homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:3060]	protein_coding	ENSG00000135144
12	112563305	112591407	TRAFD1	TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:24808]	protein_coding	ENSG00000135148
7	86781677	86825653	DMTF1	cyclin D binding myb-like transcription factor 1 [Source:HGNC Symbol;Acc:14603]	protein_coding	ENSG00000135164
7	97613996	97620481	OCM2	oncomodulin 2 [Source:HGNC Symbol;Acc:34396]	protein_coding	ENSG00000135175
7	86825478	86849903	TMEM243	transmembrane protein 243, mitochondrial [Source:HGNC Symbol;Acc:21707]	protein_coding	ENSG00000135185
7	76751751	76958850	CCDC146	coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:29296]	protein_coding	ENSG00000135205
7	77423045	77427897	TMEM60	transmembrane protein 60 [Source:HGNC Symbol;Acc:21754]	protein_coding	ENSG00000135211
7	75046066	75115548	POM121C	POM121 transmembrane nucleoporin C [Source:HGNC Symbol;Acc:34005]	protein_coding	ENSG00000135213
7	79998891	80308593	CD36	CD36 molecule (thrombospondin receptor) [Source:HGNC Symbol;Acc:1663]	protein_coding	ENSG00000135218
4	69794181	69817509	UGT2A3	UDP glucuronosyltransferase 2 family, polypeptide A3 [Source:HGNC Symbol;Acc:28528]	protein_coding	ENSG00000135220
4	70820974	70826725	CSN2	casein beta [Source:HGNC Symbol;Acc:2447]	protein_coding	ENSG00000135222
4	70146217	70160768	UGT2B28	UDP glucuronosyltransferase 2 family, polypeptide B28 [Source:HGNC Symbol;Acc:13479]	protein_coding	ENSG00000135226
7	108110866	108210110	PNPLA8	patatin-like phospholipase domain containing 8 [Source:HGNC Symbol;Acc:28900]	protein_coding	ENSG00000135241
7	128095903	128098472	HILPDA	hypoxia inducible lipid droplet-associated [Source:HGNC Symbol;Acc:28859]	protein_coding	ENSG00000135245
7	128349115	128371797	FAM71F1	family with sequence similarity 71, member F1 [Source:HGNC Symbol;Acc:30704]	protein_coding	ENSG00000135248
7	105172532	105208124	RINT1	RAD50 interactor 1 [Source:HGNC Symbol;Acc:21876]	protein_coding	ENSG00000135249
7	104751151	105039755	SRPK2	SRSF protein kinase 2 [Source:HGNC Symbol;Acc:11306]	protein_coding	ENSG00000135250
7	115850547	115898837	TES	testis derived transcript (3 LIM domains) [Source:HGNC Symbol;Acc:14620]	protein_coding	ENSG00000135269
7	114562209	114659256	MDFIC	MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:28870]	protein_coding	ENSG00000135272
6	74171301	74218959	MTO1	mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:19261]	protein_coding	ENSG00000135297
6	69345259	70099403	BAI3	brain-specific angiogenesis inhibitor 3 [Source:HGNC Symbol;Acc:945]	protein_coding	ENSG00000135298
6	90142889	90343553	ANKRD6	ankyrin repeat domain 6 [Source:HGNC Symbol;Acc:17280]	protein_coding	ENSG00000135299
6	78171948	78173490	HTR1B	5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled [Source:HGNC Symbol;Acc:5287]	protein_coding	ENSG00000135312
6	73951037	74020088	KHDC1	KH homology domain containing 1 [Source:HGNC Symbol;Acc:21366]	protein_coding	ENSG00000135314
6	84833960	84937353	KIAA1009	KIAA1009 [Source:HGNC Symbol;Acc:21107]	protein_coding	ENSG00000135315
6	86318053	86353510	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:16918]	protein_coding	ENSG00000135316
6	86215214	86303874	SNX14	sorting nexin 14 [Source:HGNC Symbol;Acc:14977]	protein_coding	ENSG00000135317
6	86159809	86205500	NT5E	5'-nucleotidase, ecto (CD73) [Source:HGNC Symbol;Acc:8021]	protein_coding	ENSG00000135318
6	84743475	84800600	MRAP2	melanocortin 2 receptor accessory protein 2 [Source:HGNC Symbol;Acc:21232]	protein_coding	ENSG00000135324
6	93949738	94129265	EPHA7	EPH receptor A7 [Source:HGNC Symbol;Acc:3390]	protein_coding	ENSG00000135333
6	88384790	88411927	AKIRIN2	akirin 2 [Source:HGNC Symbol;Acc:21407]	protein_coding	ENSG00000135334
6	88299839	88377169	ORC3	origin recognition complex, subunit 3 [Source:HGNC Symbol;Acc:8489]	protein_coding	ENSG00000135336
6	80194708	80247175	LCA5	Leber congenital amaurosis 5 [Source:HGNC Symbol;Acc:31923]	protein_coding	ENSG00000135338
6	91223292	91296764	MAP3K7	mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:6859]	protein_coding	ENSG00000135341
6	87795216	87804824	CGA	glycoprotein hormones, alpha polypeptide [Source:HGNC Symbol;Acc:1885]	protein_coding	ENSG00000135346
6	90604188	90605839	GJA10	gap junction protein, alpha 10, 62kDa [Source:HGNC Symbol;Acc:16995]	protein_coding	ENSG00000135355
11	36317838	36486754	PRR5L	proline rich 5 like [Source:HGNC Symbol;Acc:25878]	protein_coding	ENSG00000135362
11	33880122	33913836	LMO2	LIM domain only 2 (rhombotin-like 1) [Source:HGNC Symbol;Acc:6642]	protein_coding	ENSG00000135363
11	45950871	46142985	PHF21A	PHD finger protein 21A [Source:HGNC Symbol;Acc:24156]	protein_coding	ENSG00000135365
11	34127149	34169217	NAT10	N-acetyltransferase 10 (GCN5-related) [Source:HGNC Symbol;Acc:29830]	protein_coding	ENSG00000135372
11	34642640	34682604	EHF	ets homologous factor [Source:HGNC Symbol;Acc:3246]	protein_coding	ENSG00000135373
11	34500340	34535352	ELF5	E74-like factor 5 (ets domain transcription factor) [Source:HGNC Symbol;Acc:3320]	protein_coding	ENSG00000135374
11	32851489	32879669	PRRG4	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) [Source:HGNC Symbol;Acc:30799]	protein_coding	ENSG00000135378
11	34073230	34122703	CAPRIN1	cell cycle associated protein 1 [Source:HGNC Symbol;Acc:6743]	protein_coding	ENSG00000135387
12	54026510	54071192	ATP5G2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) [Source:HGNC Symbol;Acc:842]	protein_coding	ENSG00000135390
12	56214744	56224608	DNAJC14	DnaJ (Hsp40) homolog, subfamily C, member 14 [Source:HGNC Symbol;Acc:24581]	protein_coding	ENSG00000135392
12	56119107	56123491	CD63	CD63 molecule [Source:HGNC Symbol;Acc:1692]	protein_coding	ENSG00000135404
12	49687035	49692465	PRPH	peripherin [Source:HGNC Symbol;Acc:9461]	protein_coding	ENSG00000135406
12	58191159	58212487	AVIL	advillin [Source:HGNC Symbol;Acc:14188]	protein_coding	ENSG00000135407
12	53817639	53825318	AMHR2	anti-Mullerian hormone receptor, type II [Source:HGNC Symbol;Acc:465]	protein_coding	ENSG00000135409
12	55024595	55028679	LACRT	lacritin [Source:HGNC Symbol;Acc:16430]	protein_coding	ENSG00000135413
12	56137064	56150911	GDF11	growth differentiation factor 11 [Source:HGNC Symbol;Acc:4216]	protein_coding	ENSG00000135414
12	56864736	56882198	GLS2	glutaminase 2 (liver, mitochondrial) [Source:HGNC Symbol;Acc:29570]	protein_coding	ENSG00000135423
12	56078352	56109827	ITGA7	integrin, alpha 7 [Source:HGNC Symbol;Acc:6143]	protein_coding	ENSG00000135424
